"t","s","i","r","place","betap","gammap","M1","M2","M3"
14.3500000000001,22182415.0295941,5311.60053560066,12319.5698702858,1,2.02219219219219e-08,0.33333,0,31,28
14.3500000000001,2015486.65714737,1259.83681887496,1247.92732578197,2,3.30360092500826e-07,0.33333,58,0,16
14.3500000000001,62804072.2237405,960.21240287237,956.406061745389,3,1.0614697109618e-08,0.33333,10,28,0
14.4000000000001,22182295.5494655,5342.74558273992,12408.3549517256,1,2.02219219219219e-08,0.33333,0,21,42
14.4000000000001,2015444.37729981,1280.20037049844,1269.09362171711,2,3.30360092500826e-07,0.33333,33,0,35
14.4000000000001,62804039.944432,976.651719005687,972.546054187243,3,1.0614697109618e-08,0.33333,40,16,0
14.4500000000001,22182175.3688789,5374.12009866103,12497.6610224936,1,2.02219219219219e-08,0.33333,0,28,52
14.4500000000001,2015401.42816694,1300.09769267852,1290.59543240314,2,3.30360092500826e-07,0.33333,38,0,50
14.4500000000001,62804007.1000196,994.123572626144,988.968612985285,3,1.0614697109618e-08,0.33333,25,56,0
14.5000000000001,22182054.4984141,5404.32135694385,12587.4802289865,1,2.02219219219219e-08,0.33333,0,26,16
14.5000000000001,2015357.78945713,1321.68889659498,1312.44293830094,2,3.30360092500826e-07,0.33333,16,0,56
14.5000000000001,62803973.6683683,1011.88903052954,1005.68480631476,3,1.0614697109618e-08,0.33333,50,29,0
14.5500000000001,22181932.9262714,5436.75238045887,12677.8213481145,1,2.02219219219219e-08,0.33333,0,22,7
14.5500000000001,2015313.43783129,1342.98561389805,1334.64784683226,2,3.30360092500826e-07,0.33333,17,0,21
14.5500000000001,62803939.6630735,1028.54129480862,1022.68783689618,3,1.0614697109618e-08,0.33333,37,18,0
14.6000000000001,22181810.6247803,5469.42026884846,12768.7049508715,1,2.02219219219219e-08,0.33333,0,20,23
14.6000000000001,2015268.35644346,1365.59623265799,1357.21861590528,2,3.30360092500826e-07,0.33333,35,0,44
14.6000000000001,62803905.1148484,1044.46500863155,1039.96234811223,3,1.0614697109618e-08,0.33333,32,24,0
14.6500000000001,22181687.5897487,5502.22608997915,12860.1341613315,1,2.02219219219219e-08,0.33333,0,13,26
14.6500000000001,2015222.54810323,1386.71932545436,1380.15386333951,2,3.30360092500826e-07,0.33333,1,0,8
14.6500000000001,62803869.9995805,1062.57222762132,1057.52039705857,3,1.0614697109618e-08,0.33333,22,28,0
14.7000000000001,22181563.8399956,5533.21500058717,12952.0950037948,1,2.02219219219219e-08,0.33333,0,33,35
14.7000000000001,2015175.97576279,1411.57336557895,1403.47216366099,2,3.30360092500826e-07,0.33333,10,0,9
14.7000000000001,62803834.2983467,1079.62241253791,1075.37144590967,3,1.0614697109618e-08,0.33333,6,26,0
14.7500000000001,22181439.4141526,5562.57706833004,13044.5587790816,1,2.02219219219219e-08,0.33333,0,19,50
14.7500000000001,2015128.56362016,1437.2461738402,1427.21149802311,2,3.30360092500826e-07,0.33333,47,0,22
14.7500000000001,62803798.0005892,1098.37084170548,1093.52077425362,3,1.0614697109618e-08,0.33333,43,52,0
14.8000000000001,22181314.28759,5595.76861134868,13137.5437986204,1,2.02219219219219e-08,0.33333,0,8,17
14.8000000000001,2015080.32274597,1461.43219319156,1451.36635286169,2,3.30360092500826e-07,0.33333,33,0,25
14.8000000000001,62803761.1020195,1115.66965875713,1111.97052686783,3,1.0614697109618e-08,0.33333,19,38,0
14.8500000000001,22181188.4118252,5629.45207438315,13231.0861003852,1,2.02219219219219e-08,0.33333,0,10,43
14.8500000000001,2015031.28301932,1485.3164761105,1475.92179659168,2,3.30360092500826e-07,0.33333,10,0,38
14.8500000000001,62803723.6153304,1133.66251698617,1130.71435777154,3,1.0614697109618e-08,0.33333,42,54,0
14.9000000000001,22181061.7949067,5661.92538060976,13325.1797127475,1,2.02219219219219e-08,0.33333,0,21,43
14.9000000000001,2014981.41948429,1511.01145276025,1500.89035497898,2,3.30360092500826e-07,0.33333,30,0,12
14.9000000000001,62803685.5238988,1151.95772715253,1149.76057922418,3,1.0614697109618e-08,0.33333,12,8,0
14.9500000000001,22180934.4601334,5693.53253603322,13419.807330564,1,2.02219219219219e-08,0.33333,0,9,8
14.9500000000001,2014930.71912649,1535.67358982226,1526.27857570855,2,3.30360092500826e-07,0.33333,5,0,41
14.9500000000001,62803646.7756658,1173.08131742888,1169.13522192886,3,1.0614697109618e-08,0.33333,31,34,0
15.0000000000001,22180806.3921706,5727.37747028051,13514.9803591204,1,2.02219219219219e-08,0.33333,0,18,11
15.0000000000001,2014879.18404194,1561.25180924961,1552.08544083559,2,3.30360092500826e-07,0.33333,25,0,24
15.0000000000001,62803607.3601999,1191.98850282041,1188.84350239959,3,1.0614697109618e-08,0.33333,41,29,0
15.0500000000001,22180677.5536203,5762.31977953466,13610.7266002129,1,2.02219219219219e-08,0.33333,0,33,22
15.0500000000001,2014826.79108291,1587.30763468112,1578.32257443749,2,3.30360092500826e-07,0.33333,29,0,29
15.0500000000001,62803567.3251844,1210.25544176791,1208.86157896333,3,1.0614697109618e-08,0.33333,3,12,0
15.1000000000001,22180547.9636306,5794.4545357019,13707.0318337404,1,2.02219219219219e-08,0.33333,0,20,37
15.1000000000001,2014773.53432952,1613.24398779668,1604.99297471266,2,3.30360092500826e-07,0.33333,46,0,43
15.1000000000001,62803526.6167246,1232.40908022342,1229.21640034055,3,1.0614697109618e-08,0.33333,26,21,0
15.1500000000001,22180417.6303096,5828.67964651665,13803.8900439244,1,2.02219219219219e-08,0.33333,0,24,18
15.1500000000001,2014719.43793915,1637.8487751137,1632.08457776506,2,3.30360092500826e-07,0.33333,19,0,47
15.1500000000001,62803485.166193,1254.7837302484,1249.94228196405,3,1.0614697109618e-08,0.33333,38,20,0
15.2000000000001,22180286.5280022,5863.10169138012,13901.3203064619,1,2.02219219219219e-08,0.33333,0,7,29
15.2000000000001,2014664.49563142,1664.17509774578,1659.60056286326,2,3.30360092500826e-07,0.33333,19,0,34
15.2000000000001,62803442.9854353,1276.22346838343,1271.03330147994,3,1.0614697109618e-08,0.33333,35,12,0
15.2500000000001,22180154.6506077,5897.87222698863,13999.3271653019,1,2.02219219219219e-08,0.33333,0,18,2
15.2500000000001,2014608.68149945,1690.33585275441,1687.55393982118,2,3.30360092500826e-07,0.33333,5,0,37
15.2500000000001,62803400.0765486,1298.47724547597,1292.48841114128,3,1.0614697109618e-08,0.33333,49,13,0
15.3000000000001,22180021.9829999,5933.6451279182,14097.9218722355,1,2.02219219219219e-08,0.33333,0,33,37
15.3000000000001,2014551.97189379,1718.09280841447,1715.95658982014,2,3.30360092500826e-07,0.33333,39,0,36
15.3000000000001,62803356.4523948,1319.1386299316,1314.30118043336,3,1.0614697109618e-08,0.33333,43,9,0
15.3500000000001,22179888.5239947,5968.52068767461,14197.1053176522,1,2.02219219219219e-08,0.33333,0,7,5
15.3500000000001,2014494.35097657,1745.20383204072,1744.81648341674,2,3.30360092500826e-07,0.33333,30,0,30
15.3500000000001,62803312.0969483,1342.36563363038,1336.47962325248,3,1.0614697109618e-08,0.33333,27,23,0
15.4000000000001,22179754.2628935,6005.25164324557,14296.8854632412,1,2.02219219219219e-08,0.33333,0,14,32
15.4000000000001,2014435.81958775,1772.91846517604,1774.13323910284,2,3.30360092500826e-07,0.33333,28,0,13
15.4000000000001,62803266.9910127,1364.16785361184,1359.03333883109,3,1.0614697109618e-08,0.33333,36,47,0
15.4500000000001,22179619.1916857,6040.84004104019,14397.2682732414,1,2.02219219219219e-08,0.33333,0,9,31
15.4500000000001,2014376.31824256,1803.616357199,1803.93669226826,2,3.30360092500826e-07,0.33333,35,0,20
15.4500000000001,62803221.1715851,1385.17679120926,1381.94382885259,3,1.0614697109618e-08,0.33333,20,16,0
15.5000000000001,22179483.3226015,6076.48272922568,14498.244669275,1,2.02219219219219e-08,0.33333,0,35,10
15.5000000000001,2014315.83058285,1832.30562920442,1834.23507997074,2,3.30360092500826e-07,0.33333,23,0,10
15.5000000000001,62803174.6016464,1409.21095452202,1405.22960427328,3,1.0614697109618e-08,0.33333,37,34,0
15.5500000000001,22179346.6527496,6112.33043939599,14599.8168110513,1,2.02219219219219e-08,0.33333,0,34,8
15.5500000000001,2014254.32706323,1864.80098200627,1865.04324679227,2,3.30360092500826e-07,0.33333,34,0,9
15.5500000000001,62803127.2792323,1430.32132477357,1428.89164805648,3,1.0614697109618e-08,0.33333,41,22,0
15.6000000000001,22179209.1674231,6149.28693723154,14701.9956396463,1,2.02219219219219e-08,0.33333,0,22,16
15.6000000000001,2014191.75452942,1896.67889608366,1896.38786651719,2,3.30360092500826e-07,0.33333,37,0,14
15.6000000000001,62803079.2431226,1452.03851201602,1452.9105705397,3,1.0614697109618e-08,0.33333,27,6,0
15.6500000000001,22179070.8557438,6186.10500498951,14804.7892512687,1,2.02219219219219e-08,0.33333,0,46,35
15.6500000000001,2014128.14466877,1927.27350810356,1928.25311515037,2,3.30360092500826e-07,0.33333,53,0,42
15.6500000000001,62803030.4410813,1476.28863240428,1477.31249146311,3,1.0614697109618e-08,0.33333,30,20,0
15.7000000000001,22178931.7303893,6221.93137562106,14908.1882351102,1,2.02219219219219e-08,0.33333,0,22,49
15.7000000000001,2014063.51554109,1958.07575641433,1960.62999451724,2,3.30360092500826e-07,0.33333,10,0,33
15.7000000000001,62802980.798869,1502.45880333895,1502.1345328395,3,1.0614697109618e-08,0.33333,19,27,0
15.7500000000001,22178791.8249121,6255.75742197728,15012.1676659745,1,2.02219219219219e-08,0.33333,0,6,28
15.7500000000001,2013997.82599276,1991.15612792787,1993.53917133914,2,3.30360092500826e-07,0.33333,42,0,35
15.7500000000001,62802930.2695497,1529.52249092254,1527.4001645886,3,1.0614697109618e-08,0.33333,11,27,0
15.8000000000001,22178651.1253351,6292.8367221065,15116.7379428197,1,2.02219219219219e-08,0.33333,0,36,41
15.8000000000001,2013931.07079583,2022.26717930294,2026.98331688833,2,3.30360092500826e-07,0.33333,4,0,21
15.8000000000001,62802878.8398523,1556.48632930913,1553.11602353269,3,1.0614697109618e-08,0.33333,33,18,0
15.8500000000001,22178509.6259134,6327.17073993549,15221.9033466734,1,2.02219219219219e-08,0.33333,0,48,5
15.8500000000001,2013863.21325617,2057.57716694932,2060.98086890689,2,3.30360092500826e-07,0.33333,7,0,15
15.8500000000001,62802826.5156491,1583.19738146539,1579.27917461255,3,1.0614697109618e-08,0.33333,30,8,0
15.9000000000001,22178367.3417814,6362.90557800844,15327.6526406387,1,2.02219219219219e-08,0.33333,0,15,21
15.9000000000001,2013794.16951149,2093.72787894474,2095.57390158712,2,3.30360092500826e-07,0.33333,33,0,26
15.9000000000001,62802773.3180077,1608.89511284444,1605.87908464554,3,1.0614697109618e-08,0.33333,21,19,0
15.9500000000001,22178224.2358344,6400.55075231862,15434.0134133371,1,2.02219219219219e-08,0.33333,0,37,31
15.9500000000001,2013723.96500386,2127.50655993899,2130.74972822938,2,3.30360092500826e-07,0.33333,30,0,31
15.9500000000001,62802719.2357403,1636.28511599801,1632.92134887564,3,1.0614697109618e-08,0.33333,52,34,0
16.0000000000001,22178080.2864711,6438.21179741264,15541.0017314842,1,2.02219219219219e-08,0.33333,0,7,21
16.0000000000001,2013652.60081377,2163.61260992274,2166.50786832902,2,3.30360092500826e-07,0.33333,14,0,34
16.0000000000001,62802664.2588951,1662.57236550798,1660.41094459935,3,1.0614697109618e-08,0.33333,34,26,0
16.0500000000001,22177935.4877346,6476.39023059574,15648.6220348493,1,2.02219219219219e-08,0.33333,0,17,33
16.0500000000001,2013580.04917946,2199.05981758667,2202.86229497562,2,3.30360092500826e-07,0.33333,9,0,19
16.0500000000001,62802608.382642,1690.25927508639,1688.35028809077,3,1.0614697109618e-08,0.33333,24,24,0
16.1000000000001,22177789.8521582,6512.9328214861,15756.8650202921,1,2.02219219219219e-08,0.33333,0,5,15
16.1000000000001,2013506.28801385,2236.50913752077,2239.82414065101,2,3.30360092500826e-07,0.33333,34,0,16
16.1000000000001,62802551.5683192,1718.86517360397,1716.75871235767,3,1.0614697109618e-08,0.33333,11,16,0
16.1500000000001,22177643.3721743,6551.79150083574,15865.7363248732,1,2.02219219219219e-08,0.33333,0,26,17
16.1500000000001,2013431.30883531,2272.46473425293,2277.39772245964,2,3.30360092500826e-07,0.33333,30,0,20
16.1500000000001,62802493.7925828,1747.95173120757,1745.64789116281,3,1.0614697109618e-08,0.33333,49,39,0
16.2000000000001,22177496.0131266,6591.42515390334,15975.2617195109,1,2.02219219219219e-08,0.33333,0,41,19
16.2000000000001,2013355.08997417,2311.23734944004,2315.59396841957,2,3.30360092500826e-07,0.33333,31,0,7
16.2000000000001,62802435.0853666,1774.75398038063,1775.00285824342,3,1.0614697109618e-08,0.33333,29,24,0
16.2500000000001,22177347.7840033,6629.48146004711,16085.4345366377,1,2.02219219219219e-08,0.33333,0,9,15
16.2500000000001,2013277.56386349,2351.2606169737,2354.44681155983,2,3.30360092500826e-07,0.33333,10,0,45
16.2500000000001,62802375.4572536,1803.21662851766,1804.81832310149,3,1.0614697109618e-08,0.33333,34,33,0
16.3000000000001,22177198.6888405,6668.75937011064,16196.2517893784,1,2.02219219219219e-08,0.33333,0,22,21
16.3000000000001,2013198.73219121,2389.93361909967,2393.95548171134,2,3.30360092500826e-07,0.33333,37,0,38
16.3000000000001,62802314.8557911,1833.16589938317,1835.12051467809,3,1.0614697109618e-08,0.33333,29,31,0
16.3500000000001,22177048.7097328,6708.41346789439,16307.7267992905,1,2.02219219219219e-08,0.33333,0,19,37
16.3500000000001,2013118.61447399,2428.7965440678,2434.11027396366,2,3.30360092500826e-07,0.33333,6,0,6
16.3500000000001,62802253.2427468,1863.92090682386,1865.92855153645,3,1.0614697109618e-08,0.33333,18,14,0
16.4000000000001,22176897.8708146,6745.53754423153,16419.8416411746,1,2.02219219219219e-08,0.33333,0,33,45
16.4000000000001,2013037.1610336,2470.47409292489,2474.93616550364,2,3.30360092500826e-07,0.33333,45,0,41
16.4000000000001,62802190.5860148,1895.7977014582,1897.25848889896,3,1.0614697109618e-08,0.33333,40,10,0
16.4500000000001,22176746.1762025,6784.83052924786,16532.593268219,1,2.02219219219219e-08,0.33333,0,24,22
16.4500000000001,2012954.367106,2509.6185603331,2516.43562568793,2,3.30360092500826e-07,0.33333,27,0,13
16.4500000000001,62802126.8370013,1929.47057737186,1929.13462648629,3,1.0614697109618e-08,0.33333,26,43,0
16.5000000000001,22176593.5990456,6824.34930287478,16646.0016515713,1,2.02219219219219e-08,0.33333,0,33,2
16.5000000000001,2012870.20578223,2552.94328358484,2558.62222620857,2,3.30360092500826e-07,0.33333,13,0,44
16.5000000000001,62802062.0149458,1960.17991369573,1961.54734574187,3,1.0614697109618e-08,0.33333,9,24,0
16.5500000000001,22176440.1455175,6863.09226668324,16760.0622157745,1,2.02219219219219e-08,0.33333,0,46,18
16.5500000000001,2012784.61816842,2595.62754748489,2601.52557612281,2,3.30360092500826e-07,0.33333,8,0,37
16.5500000000001,62801996.1214199,1993.77492292415,1994.49586239855,3,1.0614697109618e-08,0.33333,11,19,0
16.6000000000001,22176285.8398222,6900.45319401338,16874.7569838018,1,2.02219219219219e-08,0.33333,0,4,11
16.6000000000001,2012697.58663935,2640.03005015135,2645.15460252365,2,3.30360092500826e-07,0.33333,38,0,12
16.6000000000001,62801929.0887658,2028.5394304532,2028.01400893439,3,1.0614697109618e-08,0.33333,43,23,0
16.6500000000001,22176130.6327418,6943.59470564717,16990.1225525938,1,2.02219219219219e-08,0.33333,0,41,22
16.6500000000001,2012609.10643832,2683.0030695338,2689.51178417398,2,3.30360092500826e-07,0.33333,25,0,3
16.6500000000001,62801860.9447141,2060.45956998096,2062.08792114511,3,1.0614697109618e-08,0.33333,43,50,0
16.7,22175974,6983.925,17106.18,1,2.022192e-08,0.33333,0,34,15
16.7,2012519,2731.026,2734.627,2,3.303601e-07,0.33333,36,0,8
16.7,62801792,2091.656,2096.688,3,1.06147e-08,0.33333,18,2,0
16.75,22175817,7024.488,17222.92,1,2.022192e-08,0.33333,0,55,20
16.75,2012428,2776.268,2780.52,2,3.303601e-07,0.33333,12,0,34
16.75,62801721,2126.955,2131.842,3,1.06147e-08,0.33333,51,9,0
16.8,22175659,7064.431,17340.33,1,2.022192e-08,0.33333,0,28,42
16.8,2012335,2823.573,2827.184,2,3.303601e-07,0.33333,3,0,9
16.8,62801650,2162.395,2167.585,3,1.06147e-08,0.33333,25,43,0
16.85,22175501,7103.099,17458.39,1,2.022192e-08,0.33333,0,13,11
16.85,2012240,2873.731,2874.659,2,3.303601e-07,0.33333,11,0,4
16.85,62801577,2197.875,2203.92,3,1.06147e-08,0.33333,39,25,0
16.9,22175341,7145.398,17577.12,1,2.022192e-08,0.33333,0,43,42
16.9,2012144,2922.908,2922.963,2,3.303601e-07,0.33333,17,0,32
16.9,62801503,2232.337,2240.837,3,1.06147e-08,0.33333,11,21,0
16.95,22175180,7183.779,17696.53,1,2.022192e-08,0.33333,0,7,31
16.95,2012046,2972.498,2972.09,2,3.303601e-07,0.33333,36,0,35
16.95,62801428,2271.967,2278.371,3,1.06147e-08,0.33333,18,46,0
17,22175019,7226.041,17816.61,1,2.022192e-08,0.33333,0,41,6
17,2011946,3021.248,3022.036,2,3.303601e-07,0.33333,35,0,32
17,62801352,2310.246,2316.555,3,1.06147e-08,0.33333,10,27,0
17.05,22174856,7267.643,17937.39,1,2.022192e-08,0.33333,0,4,7
17.05,2011845,3071.766,3072.81,2,3.303601e-07,0.33333,10,0,21
17.05,62801274,2349.118,2355.382,3,1.06147e-08,0.33333,6,18,0
17.1,22174693,7309.834,18058.87,1,2.022192e-08,0.33333,0,12,23
17.1,2011742,3122.617,3124.428,2,3.303601e-07,0.33333,37,0,33
17.1,62801195,2388.794,2394.863,3,1.06147e-08,0.33333,24,15,0
17.15,22174528,7353.321,18181.06,1,2.022192e-08,0.33333,0,4,37
17.15,2011637,3172.599,3176.886,2,3.303601e-07,0.33333,43,0,8
17.15,62801115,2429.792,2435.017,3,1.06147e-08,0.33333,16,32,0
17.2,22174363,7396.657,18303.97,1,2.022192e-08,0.33333,0,35,8
17.2,2011531,3224.821,3230.196,2,3.303601e-07,0.33333,55,0,34
17.2,62801033,2470.471,2475.851,3,1.06147e-08,0.33333,31,29,0
17.25,22174197,7441.495,18427.62,1,2.022192e-08,0.33333,0,33,8
17.25,2011423,3277.405,3284.38,2,3.303601e-07,0.33333,31,0,20
17.25,62800950,2511.077,2517.363,3,1.06147e-08,0.33333,19,12,0
17.3,22174029,7484.885,18552.01,1,2.022192e-08,0.33333,0,18,34
17.3,2011313,3331.819,3339.455,2,3.303601e-07,0.33333,15,0,8
17.3,62800866,2553.121,2559.563,3,1.06147e-08,0.33333,15,41,0
17.35,22173861,7526.97,18677.11,1,2.022192e-08,0.33333,0,35,10
17.35,2011201,3389.253,3395.462,2,3.303601e-07,0.33333,10,0,10
17.35,62800780,2595.317,2602.465,3,1.06147e-08,0.33333,40,34,0
17.4,22173692,7570.651,18802.92,1,2.022192e-08,0.33333,0,23,22
17.4,2011088,3448.295,3452.44,2,3.303601e-07,0.33333,13,0,3
17.4,62800693,2636.205,2646.06,3,1.06147e-08,0.33333,33,19,0
17.45,22173522,7614.382,18929.46,1,2.022192e-08,0.33333,0,17,43
17.45,2010972,3507.156,3510.4,2,3.303601e-07,0.33333,30,0,15
17.45,62800604,2679.142,2690.353,3,1.06147e-08,0.33333,36,20,0
17.5,22173351,7658.614,19056.73,1,2.022192e-08,0.33333,0,36,15
17.5,2010855,3565.278,3569.335,2,3.303601e-07,0.33333,17,0,35
17.5,62800514,2724.262,2735.38,3,1.06147e-08,0.33333,14,20,0
17.55,22173178,7701.797,19184.73,1,2.022192e-08,0.33333,0,26,6
17.55,2010736,3624.968,3629.252,2,3.303601e-07,0.33333,45,0,6
17.55,62800423,2770.845,2781.171,3,1.06147e-08,0.33333,9,29,0
17.6,22173005,7747.333,19313.47,1,2.022192e-08,0.33333,0,29,24
17.6,2010614,3685.647,3690.171,2,3.303601e-07,0.33333,10,0,25
17.6,62800330,2816.094,2827.727,3,1.06147e-08,0.33333,11,15,0
17.65,22172831,7790.423,19442.95,1,2.022192e-08,0.33333,0,23,44
17.65,2010491,3747.583,3752.113,2,3.303601e-07,0.33333,30,0,18
